panel,markerstring,gating hierarchy,public_population_name,presented on webpage as,ancestral population,fraction_name,population_for_backcounts_within_panel,population_for_backcounts_P6,complex_cases
P1a,CD45+CD19-CD3-CD56-CD14-CD16+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/Non_NK_01/Monocytes_01/Patrolling_mono_01 | Count,patrolling_monocytes,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/Non_NK_01/Monocytes_01 | Count,Patrolling_mono_01/Monocytes_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/Non_BT_01/Non_NK_01/Monocytes_01/Patrolling_mono_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Not_lymphocytes_06/CD15n_06/Non_classical_monocytes_06 | Count,NA
P1a,CD45+CD3+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,T_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01 | Count,T_01/CD45_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,complex,"sum Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/NKT_06 | Count AND
 Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count"
P1a,CD45+CD3+CD56+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD3p_CD56p_01 | Count,NKT_cells_and_gd_T_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,CD3p_CD56p_01/T_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,CD4_01/T_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CD45RA-CD27-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_CD45RAn_CD27n_01 | Count,effector_memory_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_CD45RAn_CD27n_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CD45RA-CD27+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_CD45RAn_CD27p_01 | Count,central_memory_like_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_CD45RAn_CD27p_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CD45RA+CD27-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_CD45RAp_CD27n_01 | Count,TEMRA_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_CD45RAp_CD27n_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CD45RA+CD27+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_CD45RAp_CD27p_01 | Count,naive_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_CD45RAp_CD27p_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CD103+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_CD103p_01 | Count,CD103pos_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_CD103p_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CD103+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_CD103p_01 | Median (Comp-BV421-A :: null),CD103_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD3+CD4+CD8-NKG2D+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_NKG2Dp_01 | Count,NKG2Dpos_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_NKG2Dp_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-NKG2D+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_NKG2Dp_01 | Median (Comp-APC-A :: null),NKG2D_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD3+CD4+CD8-CD127+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_nonTreg_01 | Count,non_Treg_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_nonTreg_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CD127+CD25+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_nonTreg_01/CD4_CD25p_01 | Count,CD25pos_CD4_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_CD25p_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4+CD8-CCD127+D25+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_nonTreg_01/CD4_CD25p_01 | Median (Comp-PE-A :: null),CD25_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD3+CD4+CD8-CD127-CD25+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01/CD4_Treg_01 | Count,Treg_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD4_01 | Count,CD4_Treg_01/CD4_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,CD8_01/T_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+CD25+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD25p_01 | Count,CD25pos_CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_CD25p_01/CD8_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+CD25+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD25p_01 | Median (Comp-PE-A :: null),CD25_MFI_CD8_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD3+CD4-CD8+CD45RA-CD27-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD45RAn_CD27n_01 | Count,effector_memory_CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_CD45RAn_CD27n_01/CD8_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+CD45RA-CD27+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD45RAn_CD27p_01 | Count,central_memory_like_CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_CD45RAn_CD27p_01/CD8_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+CD45RA+CD27-,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD45RAp_CD27n_01 | Count,TEMRA_CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_CD45RAp_CD27n_01/CD8_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+CD45RA+CD27+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD45RAp_CD27p_01 | Count,naïve_CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_CD45RAp_CD27p_01/CD8_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+CD103+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD103p_01 | Count,CD103pos_CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_CD103p_01/CD8_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P1a,CD45+CD3+CD4-CD8+CD103+MFI,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_CD103p_01 | Median (Comp-BV421-A :: null),CD103_MFI_CD8_cells,median intensity,NA,NA,NA,NA,NA
P1a,CD45+CD3+CD4-CD8+NKG2D+,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01/CD8_NKG2Dp_01 | Count,NKG2Dpos_CD8_cells,"fraction, counts per ml of blood",Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01/CD8_01 | Count,CD8_NKG2Dp_01/CD8_01,Time_01/Cells_01/Singlets1_01/Singlets2_01/Live_01/CD45_01/T_01 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/CD3p_CD3n_06/T_06 | Count,NA
P3,Livecells,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03 | Count,live_cells,"fraction, counts per ml of blood",NA,NA,NA,NA,NA
P3,CD45+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03 | Count,CD45pos_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03 | Count,CD45p_03/Live_03,NA,NA,NA
P3,CD45+CD3+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,T_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03 | Count,T_03/CD45p_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03 | Count,non_gd_T_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,CD3p_gdn_03/T_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,CD4_03/T_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA-CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAn_CCR7p_03 | Count,central_memory_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAn_CCR7p_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA+CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAp_CCR7p_03 | Count,naïve_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAp_CCR7p_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA+CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAp_CCR7n_03 | Count,terminally_differentiated_effector_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAp_CCR7n_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA-CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAn_CCR7n_03 | Count,effector_memory_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAn_CCR7n_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA-CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAn_CD27p_03 | Count,central_memory_like_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAn_CD27p_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA+CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAp_CD27p_03 | Count,naïve_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAp_CD27p_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA+CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAp_CD27n_03 | Count,TEMRA_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAp_CD27n_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD45RA-CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD45RAn_CD27n_03 | Count,effector_memory_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD45RAn_CD27n_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD103+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD103p_03 | Count,CD103pos_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_CD103p_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-CD103+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_CD103p_03 | Median (CD103),CD103_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd-CD4+CD8-NKG2D+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_NKG2Dp_03 | Count,NKG2Dpos_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_NKG2Dp_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-NKG2D+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_NKG2Dp_03 | Median (NKG2D),NKG2D_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd-CD4+CD8-PD1+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_PD1p_03 | Count,PD1pos_CD4_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03 | Count,CD4_PD1p_03/CD4_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4+CD8-PD1+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD4_03/CD4_PD1p_03 | Median (PD1),PD1_MFI_CD4_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd-CD4-CD8+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,CD8_03/T_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD45RA-CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAn_CCR7p_03 | Count,central_memory_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAn_CCR7p_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD45RA+CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAp_CCR7p_03 | Count,naïve_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAp_CCR7p_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD45RA+CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAp_CCR7n_03 | Count,terminally_differentiated_effector_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAp_CCR7n_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD45RA-CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAn_CCR7n_03 | Count,effector_memory_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAn_CCR7n_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
